Illy,Mucilago,Cafeina,Ox,Mi,Ch,Go,Verde,hv
0.3053817442598784,0.2526488555865262,7.487948159831843,0.7611243376878927,1.190684269631223,1.2838735080405952,1.4301440378038475,1.2601459818274126,3.604641726911128
0.3023646078735917,0.2500151685338956,7.405145034413667,0.7538458535933366,1.1782114299047395,1.2756341572765812,1.4033619591062705,1.24690870665863,3.5941934900215307
0.2953104658846759,0.24372523674709418,7.290272369726976,0.7406839359184466,1.1752916570971255,1.2735253701320055,1.4087281329401333,1.2483493681271929,3.5838056475648217
0.2926860424051141,0.24519407949314603,7.2821810413684,0.7441224177005492,1.1535697050817402,1.2568189093823838,1.4031754460022785,1.2215308374454255,3.573477677398928
0.28871367781040286,0.23751869510578905,7.074313529103408,0.7267215230433335,1.142203163368807,1.2199413048441339,1.3647708819318831,1.2156097018816419,3.563209063383414
0.2850151629440929,0.23638458388563754,7.066075518477855,0.720871506348317,1.132446918038716,1.20344524783113,1.3856437120811982,1.2052410458320266,3.5529992952934903
0.27085406027892217,0.21631137551508872,7.252361155353229,0.593748492625717,0.9010015709410111,0.9693594356903158,1.056142592815034,0.9716691711183462,3.5428478687355085
0.2671901924464141,0.21398769687799568,7.154886357009136,0.5889775349678711,0.8946090948655537,0.9625521589431192,1.054623881100277,0.9598406812657908,3.532754285063898
0.2672586361368151,0.216046393452115,7.157860630938446,0.5853349825103298,0.8934942407234423,0.9588036764871783,1.0540723764955737,0.9597539020360141,3.5227180512995115
0.2635522048894879,0.2094461315721011,6.983571259914434,0.5741407810525168,0.8777011089176223,0.9356968869081805,1.036640478700363,0.9487911711195421,3.5127386800493716
0.2617444632580873,0.20701369305750117,6.9612972833283555,0.5778480553926589,0.8708349433860818,0.9420026090900636,1.0430072698828532,0.9369786138475844,3.5028156894277633
0.2559372862088704,0.20503890701196914,6.8951217685990605,0.5750776597272554,0.8676865879790023,0.9193951096271841,1.0185413306221336,0.9288569246424371,3.4929486029786707
0.2559277800017524,0.2026116027326667,6.788279408557284,0.5574900907487078,0.8556407675003793,0.9145632579238714,1.0079522621557016,0.9249326007838959,3.4831369495995177
0.25483864110582927,0.2022317244932944,6.79349032654776,0.5625913961302189,0.8540779905432928,0.920128416884176,1.0119698975160651,0.92204333102272,3.4733802634661854
0.2518647163364628,0.20100033198194536,6.664325565859104,0.5580408720744863,0.8362888305557469,0.9003018696922175,0.9981966642720925,0.9063827395743402,3.4636780839592967
0.25168710989501714,0.19759415705622824,6.619369760312993,0.5536457917616989,0.8343117511428523,0.8925000283771816,0.9965374611009056,0.8978238091824147,3.4540299555917215
