,     Angle,       PSD
970,43.8312,805
971,43.8713,886
972,43.9113,889
973,43.9513,886
974,43.9914,867
975,44.0314,809
976,44.0714,879
977,44.1115,839
978,44.1515,856
979,44.1915,815
980,44.2316,838
981,44.2716,867
982,44.3116,797
983,44.3517,887
984,44.3917,833
985,44.4317,842
986,44.4717,767
987,44.5118,836
988,44.5518,833
989,44.5918,830
990,44.6319,830
991,44.6719,800
992,44.7119,797
993,44.752,796
994,44.792,819
995,44.832,812
996,44.8721,815
997,44.9121,817
998,44.9521,767
999,44.9922,797
1000,45.0322,816
1001,45.0722,792
1002,45.1123,884
1003,45.1523,886
1004,45.1923,779
1005,45.2324,781
1006,45.2724,807
1007,45.3124,804
1008,45.3525,771
1009,45.3925,721
1010,45.4325,776
1011,45.4726,802
1012,45.5126,750
1013,45.5526,830
1014,45.5927,789
1015,45.6327,826
1016,45.6727,721
1017,45.7127,779
1018,45.7528,825
1019,45.7928,728
1020,45.8328,792
1021,45.8729,760
1022,45.9129,737
1023,45.9529,790
1024,45.993,811
1025,46.033,780
1026,46.073,706
1027,46.1131,791
1028,46.1531,785
1029,46.1931,751
1030,46.2332,774
1031,46.2732,774
1032,46.3132,752
1033,46.3533,743
1034,46.3933,764
1035,46.4333,748
1036,46.4734,731
1037,46.5134,741
1038,46.5534,705
1039,46.5935,737
1040,46.6335,752
1041,46.6735,738
1042,46.7136,762
1043,46.7536,744
1044,46.7936,727
1045,46.8336,803
1046,46.8737,795
1047,46.9137,742
1048,46.9537,725
1049,46.9938,701
1050,47.0338,729
1051,47.0738,676
1052,47.1139,718
1053,47.1539,720
1054,47.1939,676
1055,47.234,724
1056,47.274,703
1057,47.314,717
1058,47.3541,689
1059,47.3941,684
1060,47.4341,661
1061,47.4742,717
1062,47.5142,682
1063,47.5542,681
1064,47.5943,702
1065,47.6343,688
1066,47.6743,720
1067,47.7144,646
1068,47.7544,702
1069,47.7944,666
1070,47.8345,693
1071,47.8745,682
1072,47.9145,718
1073,47.9546,718
1074,47.9946,688
1075,48.0346,686
1076,48.0746,684
1077,48.1147,642
1078,48.1547,685
1079,48.1947,671
1080,48.2348,675
1081,48.2748,676
1082,48.3148,681
1083,48.3549,662
1084,48.3949,669
1085,48.4349,680
1086,48.475,689
1087,48.515,679
1088,48.555,637
1089,48.5951,647
