,     Angle,       PSD
1286,56.4814,492
1287,56.5214,483
1288,56.5615,476
1289,56.6015,485
1290,56.6415,484
1291,56.6816,493
1292,56.7216,476
1293,56.7616,450
1294,56.8017,465
1295,56.8417,502
1296,56.8817,484
1297,56.9218,500
1298,56.9618,437
1299,57.0018,486
1300,57.0419,463
1301,57.0819,480
1302,57.1219,475
1303,57.162,468
1304,57.202,498
1305,57.242,441
1306,57.2821,470
1307,57.3221,469
1308,57.3621,474
1309,57.4021,421
1310,57.4422,454
1311,57.4822,494
1312,57.5222,462
1313,57.5623,440
1314,57.6023,481
1315,57.6423,442
1316,57.6824,442
1317,57.7224,468
1318,57.7624,492
1319,57.8025,450
1320,57.8425,456
1321,57.8825,474
1322,57.9226,473
1323,57.9626,477
1324,58.0026,474
1325,58.0427,462
1326,58.0827,457
1327,58.1227,481
1328,58.1628,461
1329,58.2028,439
1330,58.2428,479
1331,58.2829,464
1332,58.3229,445
1333,58.3629,501
1334,58.403,417
1335,58.443,466
1336,58.483,449
1337,58.5231,462
1338,58.5631,440
1339,58.6031,454
1340,58.6431,422
1341,58.6832,472
1342,58.7232,430
1343,58.7632,481
1344,58.8033,445
1345,58.8433,430
1346,58.8833,416
1347,58.9234,440
1348,58.9634,470
1349,59.0034,421
1350,59.0435,465
1351,59.0835,414
1352,59.1235,414
1353,59.1636,433
1354,59.2036,434
1355,59.2436,420
1356,59.2837,416
1357,59.3237,431
1358,59.3637,428
1359,59.4038,433
1360,59.4438,417
1361,59.4838,433
1362,59.5239,454
1363,59.5639,415
1364,59.6039,427
1365,59.644,428
1366,59.684,392
1367,59.724,426
1368,59.764,380
1369,59.8041,443
1370,59.8441,428
1371,59.8841,408
1372,59.9242,432
1373,59.9642,430
1374,60.0042,434
1375,60.0443,469
1376,60.0843,418
1377,60.1243,458
1378,60.1644,434
1379,60.2044,428
1380,60.2444,425
1381,60.2845,427
1382,60.3245,409
1383,60.3645,405
1384,60.4046,427
1385,60.4446,422
1386,60.4846,426
1387,60.5247,387
1388,60.5647,404
1389,60.6047,432
1390,60.6448,414
1391,60.6848,409
1392,60.7248,403
1393,60.7649,421
1394,60.8049,417
1395,60.8449,396
1396,60.885,429
1397,60.925,435
1398,60.965,389
1399,61.005,412
1400,61.0451,418
1401,61.0851,433
1402,61.1251,411
1403,61.1652,426
1404,61.2052,429
1405,61.2452,429
1406,61.2853,406
1407,61.3253,432
1408,61.3653,415
1409,61.4054,409
1410,61.4454,402
1411,61.4854,426
1412,61.5255,410
1413,61.5655,414
1414,61.6055,413
1415,61.6456,434
