,     Angle,       PSD
1306,57.2821,396
1307,57.3221,395
1308,57.3621,388
1309,57.4021,382
1310,57.4422,402
1311,57.4822,414
1312,57.5222,426
1313,57.5623,376
1314,57.6023,401
1315,57.6423,394
1316,57.6824,429
1317,57.7224,435
1318,57.7624,385
1319,57.8025,391
1320,57.8425,383
1321,57.8825,410
1322,57.9226,369
1323,57.9626,414
1324,58.0026,386
1325,58.0427,383
1326,58.0827,390
1327,58.1227,392
1328,58.1628,441
1329,58.2028,375
1330,58.2428,458
1331,58.2829,415
1332,58.3229,395
1333,58.3629,402
1334,58.403,398
1335,58.443,428
1336,58.483,428
1337,58.5231,436
1338,58.5631,384
1339,58.6031,378
1340,58.6431,379
1341,58.6832,362
1342,58.7232,408
1343,58.7632,416
1344,58.8033,370
1345,58.8433,388
1346,58.8833,394
1347,58.9234,396
1348,58.9634,380
1349,59.0034,385
1350,59.0435,395
1351,59.0835,371
1352,59.1235,387
1353,59.1636,343
1354,59.2036,384
1355,59.2436,401
1356,59.2837,364
1357,59.3237,353
1358,59.3637,357
1359,59.4038,396
1360,59.4438,383
1361,59.4838,382
1362,59.5239,400
1363,59.5639,378
1364,59.6039,390
1365,59.644,389
1366,59.684,380
1367,59.724,366
1368,59.764,411
1369,59.8041,379
1370,59.8441,381
1371,59.8841,384
1372,59.9242,367
1373,59.9642,389
1374,60.0042,363
1375,60.0443,398
1376,60.0843,343
1377,60.1243,394
1378,60.1644,361
1379,60.2044,407
1380,60.2444,351
1381,60.2845,350
1382,60.3245,332
1383,60.3645,365
1384,60.4046,369
1385,60.4446,384
1386,60.4846,366
1387,60.5247,366
1388,60.5647,389
1389,60.6047,382
1390,60.6448,338
1391,60.6848,389
1392,60.7248,386
1393,60.7649,372
1394,60.8049,352
1395,60.8449,379
1396,60.885,386
1397,60.925,398
1398,60.965,359
1399,61.005,346
1400,61.0451,348
1401,61.0851,312
1402,61.1251,345
1403,61.1652,357
1404,61.2052,366
1405,61.2452,374
1406,61.2853,358
1407,61.3253,375
1408,61.3653,342
1409,61.4054,343
1410,61.4454,368
1411,61.4854,373
1412,61.5255,376
1413,61.5655,360
1414,61.6055,365
1415,61.6456,359
1416,61.6856,351
1417,61.7256,362
1418,61.7657,336
1419,61.8057,320
1420,61.8457,376
1421,61.8858,351
1422,61.9258,367
1423,61.9658,341
1424,62.0059,360
1425,62.0459,338
1426,62.0859,352
1427,62.1259,355
1428,62.166,332
1429,62.206,326
1430,62.246,338
1431,62.2861,364
1432,62.3261,378
1433,62.3661,340
1434,62.4062,356
1435,62.4462,354
1436,62.4862,346
1437,62.5263,359
1438,62.5663,312
1439,62.6063,348
